PaperName,URL,LastEdited,Disciplines,Tags
"The impact of a remote digital health intervention for anxiety and depression on occupational and functional impairment: an observational, pre-post intervention study",https://psyarxiv.com/rhfpa/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health']","['absenteeism', 'anxiety', 'depression', 'digital therapeutics', 'mhealth', 'presenteeism', 'productivity']"
"Resilience, mood, and mental health outcomes during the first wave of the COVID-19 pandemic in Bulgaria",https://psyarxiv.com/8nraq/,"Jan 16, 2021",['Social and Behavioral Sciences'],"['Anxiety', 'COVID-19', 'Depression', 'Positive and Negative Mood', 'Resilience', 'Substance use']"
Children’s Neural Reactivity to Maternal Praise and Criticism: Associations with Early Depressive Symptoms and Maternal Depression,https://psyarxiv.com/5m7nd/,"Mar 24, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['Depression', 'Developmental Psychopathology', 'fMRI', 'Interpersonal Feedback', 'Maternal Criticism', 'Maternal Praise', 'MRI', 'Risk Factors']"
A meta-analysis examining the association between maternal perfectionism and perinatal depression and anxiety,https://psyarxiv.com/2x8jr/,"Mar 29, 2021",['Psychiatry'],[]
A novel resting-state functional magnetic resonance imaging signature of resilience to recurrent depression,https://psyarxiv.com/f8msc/,"Mar 22, 2021","['Psychiatry', 'Neuroscience', 'Clinical Neuroscience']","['clinical neuroscience', 'depression', 'major depression', 'mood disorders', 'neuropsychiatry', 'remission', 'remitted depression', 'resilience', 'resting fMRI', 'resting-state', 'resting-state fMRI', 'rsfMRI', 'sgACC', 'subgenual cingulate', 'subgenual cingulate cortex']"
"A Unified Model of Reinforcement Sensitivity, Emotion Regulation, and Affective Psychopathology: Cross-sectional, Longitudinal and Quasi-Experimental Evidence",https://psyarxiv.com/wmr25/,"Apr 12, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Trauma and Stress', 'Psychiatry', 'Anxiety Disorders']","['Anxiety', 'COVID-19', 'Depression', 'Diathesis Stress', 'Emotion Regulation', 'Punishment Sensitivity', 'Reinforcement Sensitivity', 'Reward Sensitivity', 'Transdiagnostic']"
How Negative Mood Hinders Belief Updating in Depression - Results from two Experimental Studies,https://psyarxiv.com/q76b4/,"Jan 21, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Life Sciences', 'Psychiatry']",['depression; expectation; mood; belief updating; cognitive immunisation']
"Stress, anxiety, depression and burnout in frontline health care workers during COVID-19 pandemic: a brief systematic review and new data from Russia",https://psyarxiv.com/je3ch/,"Jan 2, 2021",['Psychiatry'],"['anxiety', 'burnout', 'COVID-19', 'depression', 'health care workers', 'stress', 'suicide']"
"Cognitive therapy as an early treatment for children with PTSD: the outcomes for parents’ own PTSD, depression, anxiety and general mental health.",https://psyarxiv.com/e657k/,"May 25, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Trauma and Stress']",[]
Doomscrolling during COVID-19: The negative association between daily social and traditional media consumption and mental health symptoms during the COVID-19 pandemic,https://psyarxiv.com/s2nfg/,"Jul 31, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Trauma and Stress', 'Psychiatry']","['COVID-19', 'depression', 'doomscrolling', 'EMA', 'multilevel model', 'PTSD']"
Supporting Families to Protect Child Health: Parenting Quality and Household Needs During the COVID-19 Pandemic,https://psyarxiv.com/u5xzw/,"May 7, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Social Development', 'Clinical Psychology', 'Early Childhood', 'Attachment', 'Toddlerhood/Preschool Period']","['child development', 'COVID', 'depression', 'family', 'maternal-child health', 'mental health', 'parenting', 'psychology']"
A permutation test to probe the statistical significance of sudden gain frequency: An application to patterns of change in cognitive and interpersonal therapy for depression,https://psyarxiv.com/jbzw3/,"Oct 2, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychotherapy', 'Depressive Disorders']","['cognitive therapy', 'depression', 'interpersonal therapy', 'sudden gains']"
Not all depressive symptoms matter equally: Ratings of the relative importance of nine DSM symptoms in a sample of Indian adolescents,https://psyarxiv.com/j35gu/,"Jun 7, 2021","['Social and Behavioral Sciences', 'Cultural Psychology', 'Cross-cultural Psychology', 'Clinical Psychology', 'Depressive Disorders', 'Psychiatry', 'Assessment']","['assessment', 'Cross-cultural', 'Depression', 'Depressive symptoms', 'DSM', 'Global mental health', 'measurement', 'symptom-level analyses']"
"Depression, Environmental Reward, Coping Motives and Alcohol Consumption During the COVID-19 Pandemic",https://psyarxiv.com/zvs9f/,"Oct 18, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Substance Abuse and Addiction']","['alcohol', 'COVID-19', 'depression', 'mental health', 'SARS-CoV-2', 'social distancing', 'stress']"
Using Absolutist Word Frequency from Online Searches to Measure Population Mental Health Dynamics,https://psyarxiv.com/njtzc/,"Apr 17, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Prevention', 'Clinical Psychology', 'Mental Health', 'Psychiatry', 'Life Sciences', 'Depressive Disorders', 'Diagnosis']","['absolutist words', 'cognitive behavioral theory', 'COVID-19', 'depression', 'dichotomous thinking', 'google trends', 'mental health', 'monitoring', 'online search', 'pandemic', 'prevention', 'psycholinguistics', 'psychometrics', 'public health', 'SARS COV 2', 'search volume data', 'semantic marker', 'suicide']"
A preliminary study on the efficacy of Head Trash Clearance in reducing perinatal anxiety and depression.,https://psyarxiv.com/76p94/,"Apr 21, 2021","['Social and Behavioral Sciences', 'Psychology, other', 'Health Psychology', 'Emotion', 'Clinical Psychology']",[]
Positive and negative emotion regulation in adolescence: links to anxiety and depression,https://psyarxiv.com/uwy6q/,"Feb 14, 2019","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Emotion', 'Neuroscience', 'Behavioral Neuroscience', 'Anxiety Disorders']","['adolescence', 'amygdala', 'anxiety', 'depression', 'emotion regulation', 'fmri', 'prefrontal cortex', 'reappraisal', 'suppression']"
Aerobic exercise enhances positive emotional reactivity in individuals with depressive symptoms: Evidence from neural responses to reward and emotional content,https://psyarxiv.com/8k5zq/,"Sep 20, 2020","['Neuroscience', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Intervention Research', 'Health Psychology', 'Sport Psychology', 'Mental Health']","['acute exercise', 'affect', 'depression', 'event-related potentials', 'late positive potential', 'reward positivity']"
"Understanding the Unique Relationships Between Self-Compassion, Mindfulness, and Individual Adolescent Depressive Symptoms: A Network Analysis",https://psyarxiv.com/kjdq6/,"Oct 30, 2018","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['adolescence', 'depression', 'mindfulness', 'network analysis', 'self-compassion', 'symptom-level']"
The effect of ego-resiliency and COVID-19-related stress on mental health among the Japanese population,https://psyarxiv.com/up6c3/,"Mar 8, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Stress', 'Mental Health', 'Clinical Psychology']","['COVID-19', 'COVID-19 related stress', 'ego-resiliency', 'stress']"
The mental health impact of non-pharmacological interventions aimed at impeding viral transmission during the COVID-19 pandemic in a general adult population and the factors associated with adherence to these mitigation strategies,https://psyarxiv.com/kjzsp/,"Mar 15, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Health Psychology', 'Mental Health', 'Psychiatry', 'Life Sciences', 'Health-related Behavior', 'Anxiety Disorders', 'Quantitative Methods']","['2019-nCoV', 'Adherence', 'Anxiety', 'Compliance', 'COVID-19', 'Depression', 'Disease Containment Strategies', 'Epidemiology', 'Health-Policy', 'Isolation', 'Lockdown Strategies', 'Measures against Viral Transmission Chains', 'Mental Health', 'Mental Health Impact of Social Distancing', 'Mitigation Strategies', 'Non-Pharmacological Interventions (NPIs)', 'Pandemic Mental Health', 'Prevalence', 'Quarantine', 'SARS-CoV-2', 'Social Distancing']"
Heightened Depression and Executive Functioning Bidirectionally Impair One Another: Evidence from Within-Person Latent Change and Cross-Lagged Models,https://psyarxiv.com/epysz/,"Jun 6, 2021","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Clinical Psychology', 'Anxiety Disorders', 'Psychiatry', 'Depressive Disorders', 'Attention']",[]
The vicarious effects of discrimination: How partner experiences of discrimination affect individual health,https://psyarxiv.com/mr54z/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Social and Personality Psychology']",[]
"Mental health concerns of undergraduate and graduate students: Depression, anxiety, eating concerns, and substance misuse",https://psyarxiv.com/fgb8q/,"Sep 25, 2020","['Social and Behavioral Sciences', 'Clinical Psychology']","['college counseling', 'college student mental health', 'mental health']"
"Objectively measured digital technology use during the COVID-19 pandemic: Impact on depression, anxiety, and suicidal ideation among young adults",https://psyarxiv.com/nja64/,"Apr 13, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry']",[]
Sociodemographic and psychological risk factors for anxiety and depression: Findings from the Covid-19 Health and Adherence Research in Scotland (CHARIS) cross-sectional survey THIS ARTICLE HAS BEEN PEER REVIEWED AND IS NOW AVAILABLE HERE: https://link.springer.com/article/10.1007/s12529-021-09967-z,https://psyarxiv.com/nqsy5/,"Mar 7, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Health-related Behavior', 'Mental Health', 'Cognitive Psychology']","['Coronavirus', 'illness representations', 'loneliness', 'public mental health', 'risk perception', 'social support']"
Assessing repetitive negative thinking in daily life: Development of an ecological momentary assessment paradigm,https://psyarxiv.com/nj73c/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Assessment', 'Anxiety Disorders']","['ecological momentary assessment', 'experience sampling method', 'repetitive negative thinking', 'rumination', 'transdiagnostic processes', 'worry']"
Efficacy of Attachment-Based Family Therapy compared to Treatment as Usual for Depressed Adolescents in Community Mental Health Clinics,https://psyarxiv.com/nvg4w/,"Mar 3, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Therapy', 'Psychiatry', 'Depressive Disorders']",[]
Effects of COVID-19-related worry and rumination on mental health and wellbeing during the pandemic: Longitudinal analyses of adults in the UK COVID-19 Mental Health & Wellbeing study,https://psyarxiv.com/r8cdw/,"Jul 6, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Clinical Psychology', 'Trauma and Stress']","['anxiety', 'covid-19', 'depression', 'inequalities', 'mental health', 'perseverative cognition', 'rumination', 'worry']"
Understanding self-reported importance of religion/spirituality in a North American sample of individuals at risk for familial depression: A principal component analysis,https://psyarxiv.com/t45bm/,"Sep 20, 2019","['Social and Behavioral Sciences', 'Health Psychology', 'Life Sciences', 'Mental Health', 'Psychiatry']","['Depression Risk', 'Familial Risk', 'Major Depressive Disorder (MDD)', 'Principal Components Analysis (PCA)', 'Religion', 'Religious/Spiritual Importance', 'Spirituality']"
Risk-benefit and cost-utility analysis for COVID-19 lockdown in Belgium: the impact on mental health and wellbeing.,https://psyarxiv.com/xczb3/,"Oct 6, 2020",['Life Sciences'],"['anxiety', 'Belgium', 'Cost-Benefit Analysis', 'COVID-19', 'depression', 'Public Mental Health', 'Quality-Adjusted Life Years']"
The Italian Covid-19 Psychological Research Consortium ( IT C19PRC): General Overview and Replication of the UK study,https://psyarxiv.com/cu6fk/,"Nov 25, 2020",['Life Sciences'],[]
Examining temporal interactions between loneliness and depressive symptoms and the mediating role of emotion regulation difficulties among UK residents during the COVID-19 lockdown: Longitudinal results from the COVID-19 Psychological Wellbeing Study,https://psyarxiv.com/gzsjh/,"Nov 22, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['COVID-19', 'Depression', 'Emotional Regulation', 'Loneliness', 'Longitudinal Studies', 'Mental Health', 'United Kingdom']"
"How Does The COVID-19 Pandemic Impact on Population Mental Health? A Network Analysis of COVID Influences On Depression, Anxiety and Traumatic Stress in the UK Population",https://psyarxiv.com/8xtdr/,"Feb 16, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Clinical Psychology']","['anxiety', 'COVID-19', 'economic worries', 'mental health', 'network analysis', 'pandemic']"
Subgenual cingulate-amygdala functional disconnection and vulnerability to melancholic depression,https://psyarxiv.com/z9wv8/,"Mar 22, 2021","['Psychiatry', 'Neuroscience', 'Clinical Neuroscience']","['depressive subtypes', 'functional connectivity', 'major depression', 'major depressive disorder', 'melancholic depression', 'mood disorders', 'phenotype', 'recurrence', 'remission', 'remitted depression', 'resting fMRI', 'resting-state fMRI', 'rsfMRI', 'seed-based', 'sgACC', 'subgenual cingulate', 'subgenual cingulate cortex']"
