PaperName,URL,LastEdited,Categories,Source
Symptoms of Depression in a Large Healthy Population Cohort are related to Subjective Memory Complaints and Memory Performance in Negative Contexts,http://dx.doi.org/10.1101/101642,"Jan 20, 2017","['Biology', 'Neuroscience and Neurobiology']",bioRxiv
Implications of the Great Depression for the Development of the International Monetary System,http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=1680,"Dec 4, 2014",[],RePEc
"The relationship between sleep quality, fatigue and psychological wellbeing amongst primary carers for those with brain injury",https://psyarxiv.com/wmnc8/,"Dec 29, 2018","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology']",PsyArXiv
The genetic and environmental hierarchical structure of anxiety and depression in the UK Biobank,https://psyarxiv.com/pzh9n/,"Aug 4, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Status, rivalry and admiration-seeking in narcissism and depression: a behavioral study",https://psyarxiv.com/mxve9/,"Sep 27, 2020","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
PTSD symptoms among health workers and public service providers during the COVID-19 outbreak,https://psyarxiv.com/w8c6p/,"Oct 22, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Life Sciences', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Do melancholic and atypical specifiers reduce heterogeneity in major depressive disorder?: A secondary analysis of the STAR*D trial,https://psyarxiv.com/ubndc/,"Sep 26, 2020","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Wanting and Liking: Testing the Factor Structure of The Temporal Experience of Pleasure Scale in Major Depression and Community Samples,https://psyarxiv.com/hgpb7/,"Sep 2, 2020","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Cognitive Psychology']",PsyArXiv
Early Life Stress Predicts Depressive Symptoms in Adolescents During the COVID-19 Pandemic: The Mediating Role of Perceived Stress,https://psyarxiv.com/4dkaf/,"Dec 16, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Sibling Rivalry Over Maternal Investment and its Relationship with Maternal Sleep, Postpartum Depression, and Interbirth Intervals",https://psyarxiv.com/m6yeg/,"Jul 2, 2021","['Life Sciences', 'Ecology and Evolutionary Biology', 'Evolution', 'Social and Behavioral Sciences']",PsyArXiv
Could Money in the Showa Depression Era Be Controlled by Base Money?(in Japanese),http://www.esri.go.jp/jp/archive/e_dis/e_dis187/e_dis187_01.pdf,"Oct 30, 2014",[],RePEc
"Depression in the Wrestlers Wrestling Training Center, the Ä°nvestigation of Anxiety and Stress Levels",http://iises.net/proceedings/international-academic-conference-rome/table-of-content/detail?cid=10&iid=009&rid=3484,"Feb 4, 2016",[],RePEc
Feasibility and efficacy of the addition of heart rate variability biofeedback to a remote digital health intervention for depression,https://psyarxiv.com/8wpq7/,"Jul 26, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Emotional complexity across the life story: Diminished positive emodiversity and elevated negative emodiversity in sufferers of chronic depression,https://psyarxiv.com/kg23q/,"Nov 19, 2018","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Real Origins of the Great Depression: Monopolistic Competition, Union Power, and the American Business Cycle in the 1920s",http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=6146,"Dec 4, 2014",[],RePEc
Positive Imagery Cognitive Bias Modification for Symptoms of Depression amongst University Students in Pakistan: A Pilot Study,https://psyarxiv.com/fua6x/,"May 14, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Counseling Psychology']",PsyArXiv
Can the Edinburgh Postnatal Depression Scale be used to screen for anxiety in the perinatal period? A factor analysis of high-risk and community samples,https://psyarxiv.com/dyvej/,"Oct 29, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Multiple activities change intervention, a developing psychosocial tool for severe depression: initial report of cases",https://psyarxiv.com/cx3f7/,"Jul 21, 2020","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Do we Worry about the Past and Grieve for the Future? Situated Anxiety or Depression, Mood Valence and Affective Time Travel, Separated by Experiment in a Questionnaire",https://psyarxiv.com/wcxq6/,"May 21, 2021","['Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology']",PsyArXiv
Financial Fragility and the Great Depression.,,"Nov 24, 2016",[],RePEc
Shared Microglial Mechanisms Underpinning Depression and Fatigue and Their Comorbidities,,"Feb 4, 2019",[],Preprints.org
Reduced Grey Matter Volume in Frontal and Temporal Areas in Depression: A Voxel Based Morphometry Study,,"Feb 8, 2019",[],Preprints.org
Short term synaptic depression improves information transfer in perceptual multistability,http://arxiv.org/abs/1212.0076,"Dec 5, 2012","['Physics', 'Dynamical Systems', 'Mathematics', 'Biology']",arXiv
"Real Origins of the Great Depression: Monopolistic Competition, Union Power, and the American Business Cycle in the 1920s",http://sfb649.wiwi.hu-berlin.de/papers/pdf/SFB649DP2007-006.pdf,"Oct 20, 2016",[],RePEc
Instagram photos reveal predictive markers of depression,http://arxiv.org/abs/1608.03282,"Aug 16, 2016","['Physics', 'Computer Sciences']",arXiv
"Money, sticky wages, and the Great Depression",http://www.federalreserve.gov/pubs/ifdp/1997/591/default.htm,"Feb 25, 2016",[],RePEc
"Money, sticky wages, and the Great Depression",http://www.chicagofed.org/digital_assets/publications/working_papers/1997/wp97_2.pdf,"Feb 25, 2016",[],RePEc
Hard to Forget: The Long-Lasting Impact of War on Mental Health,http://ftp.iza.org/dp9269.pdf,"Aug 20, 2015",[],RePEc
Financial Distress in the Great Depression,http://www.nber.org/papers/w17388.pdf,"Nov 13, 2014",[],RePEc
Doubling Up: A Gift or a Shame? Multigenerational Households and Parental Depression of Older Europeans,http://www.unive.it/media/allegato/DIP/Economia/Working_papers/Working_papers_2013/WP_DSE_aranda_29_13.pdf,"Mar 10, 2016",[],RePEc
A comprehensive review of behavioral activation treatment for depression,/p28bf,"Feb 12, 2020","['Medicine and Health Sciences', 'Psychiatry and Psychology', 'Behavioral Disciplines and Activities', 'Mental Disorders']",OSF Preprints
"Confirmatory Factor Analysis of the Depression, Anxiety, and Stress Scale amongst Indian Adults",https://psyarxiv.com/8vwxh/,"Oct 8, 2020","['Social and Behavioral Sciences', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Psychology', 'Clinical Psychology']",PsyArXiv
Network structures of symptoms from the Zung Depression Scale,https://psyarxiv.com/dpwb2/,"Oct 18, 2020","['Life Sciences', 'Neuroscience and Neurobiology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Europe's Great Depression - Coordination Failure after the First World War,http://www.cesifo-group.de/portal/page/portal/DocBase_Content/WP/WP-CESifo_Working_Papers/wp-cesifo-2010/wp-cesifo-2010-09/cesifo1_wp3164.pdf,"Mar 19, 2015",[],RePEc
The Great Depression in Belgium: an Open-Economy Analysis,http://sites.uclouvain.be/econ/DP/IRES/2010023.pdf,"Mar 27, 2014",[],RePEc
Some Observations on the Great Depression in Germany,http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=3716,"Dec 4, 2014",[],RePEc
"Economic deprivation, maternal depression, parenting and children's cognitive and emotional development in early childhood",http://eprints.lse.ac.uk/43720/,"Mar 6, 2014",[],RePEc
Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,http://www.nber.org/papers/w12074.pdf,"Mar 16, 2017",[],RePEc
Did Bank Distress Stifle Innovation During the Great Depression?,http://www.nber.org/papers/w20392.pdf,"Aug 28, 2014",[],RePEc
"Handedness and depression, evidence from a large population survey",http://www.ucd.ie/geary/static/publications/workingpapers/gearywp200815.pdf,"Dec 26, 2013",[],RePEc
"Two Crises, Two Ideas and One Question",http://economics.uwo.ca/epri/workingpapers_docs/wp2012/Laidler_04.pdf,"Aug 1, 2013",[],RePEc
On the Great Depression.,,"Nov 20, 2014",[],RePEc
A Heliocentric Journey into Germany´s Great Depression,http://www.econstor.eu/bitstream/10419/22264/1/dpsfb200350.pdf,"Nov 17, 2016",[],RePEc
Assessment of Longitudinal Measurement Invariance of Short Versions of the CES-D in Maternal Caregivers,/e5d6s,"Jun 29, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",OSF Preprints
Income Distribution and the Great Depression,http://www.boeckler.de/pdf/p_imk_wp_153_2015.pdf,"Jul 16, 2015",[],RePEc
New Deal policies and the persistence of the Great Depression: a general equilibrium analysis,http://www.minneapolisfed.org/research/wp/wp597.pdf,"Nov 7, 2013",[],RePEc
Understanding the Great Depression: Lessons for Current Policy,http://www.nber.org/papers/w6015.pdf,"Mar 16, 2017",[],RePEc
"Money, Sticky Wages, and the Great Depression",http://www.nber.org/papers/w6071.pdf,"Nov 20, 2014",[],RePEc
Housing and the Great Depression,http://web.unlv.edu/projects/RePEc/pdf/1301.pdf,"Jan 5, 2017",[],RePEc
Income-related inequalities in the prevalence of depression and suicidal behaviour: a 10-year trend following economic crisis,http://eprints.lse.ac.uk/32102/,"Sep 29, 2016",[],RePEc
The Role of Central Bank in the Recession in the Case of Japan's Recession,http://www.ace-economics.fi/kuvat/dp017.pdf,"Nov 17, 2016",[],RePEc
Self-Report Measures of Anhedonia and Approach Motivation Weakly Correspond to Anhedonia and Depression Assessed via Clinical Interviews,https://psyarxiv.com/zbcrg/,"Apr 25, 2021","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts']",PsyArXiv
Antenatal Depression and the Impact of COVID-19 Mitigation Efforts in Australia,https://psyarxiv.com/ahn6x/,"Feb 11, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Health Psychology', 'Developmental Psychology', 'Child Psychology']",PsyArXiv
[Laser-illuminated videoscopic freezing point depression milliosmometer for precision kinetic cryoscopic studies of milk & milk-like products],http://osf.io/k9f3j/,"Jan 12, 2019","['Life Sciences', 'Animal Sciences', 'Dairy Science']",AgriXiv
Anxiety and Depression Related Abnormalities in Socio-affective Learning,https://psyarxiv.com/tg3ec/,"Jan 27, 2021","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Life Sciences', 'Neuroscience and Neurobiology', 'Computational Neuroscience']",PsyArXiv
Handedness and depression : evidence from a large population survey,http://hdl.handle.net/10197/1131,"Aug 20, 2015",[],RePEc
"Labor Market Policies and the ""Missing Deflation"" Puzzle: Lessons from Hoover Policies during the U.S Great Depression",http://www.hec.unil.ch/deep/textes/15.05.pdf,"May 28, 2015",[],RePEc
Housing and the Great Depression,,"Mar 27, 2014",[],RePEc
Family Structure Transitions and Changes in Maternal Resources and Well-Being,http://crcw.princeton.edu/workingpapers/WP10-09-FF.pdf,"Mar 17, 2016",[],RePEc
Religion and Depression in Adolescence,http://humcap.uchicago.edu/RePEc/hka/wpaper/fruehwirth_iyer_zhang_2016_religion-depression.pdf,"Mar 3, 2016",[],RePEc
The Finnish Great Depression: From Russia with Love,http://www.nber.org/papers/w14874.pdf,"Apr 3, 2014",[],RePEc
The Macroeconomics of the Great Depression: A Comparative Approach,http://www.nber.org/papers/w4814.pdf,"Mar 16, 2017",[],RePEc
"Family Socio-economic Status, Childhood Life-events and the Dynamics of Depression from Adolescence to Early Adulthood",http://www.york.ac.uk/media/economics/documents/herc/wp/13_09.pdf,"Feb 9, 2017",[],RePEc
"Optimism, Mindfulness, and Resilience as Potential Protective Factors for the Mental Health Consequences of Fear of the Coronavirus",https://psyarxiv.com/eqx4y/,"May 3, 2021","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Clinical Psychology', 'Personality and Social Contexts', 'Health Psychology']",PsyArXiv
A Distributional Analysis of Displacement Costs in an Economic Depression and Recovery,http://www.vatt.fi/publications/latestPublications/publication/Publication_1345_id/805,"Nov 17, 2016",[],RePEc
Inflation Expectations and Recovery from the Depression in 1933: Evidence from the Narrative Record,http://dx.doi.org/10.17016/FEDS.2015.029,"May 7, 2015",[],RePEc
On the aggregate welfare cost of Great Depression unemployment,http://www.philadelphiafed.org/research-and-data/publications/working-papers/2006/wp06-18.pdf,"Feb 25, 2016",[],RePEc
Forecasting the Depression: Harvard Versus Yale,http://cowles.yale.edu/sites/default/files/files/pub/d08/d0808.pdf,"Oct 1, 2015",[],RePEc
Depression for Economists,http://www.nber.org/papers/w22973.pdf,"Dec 29, 2016",[],RePEc
Nominal Wage Stickiness and Aggregate Supply in the Great Depression,http://www.nber.org/papers/w5439.pdf,"Mar 16, 2017",[],RePEc
The Global 1970s and the Echo of the Great Depression,http://www.nber.org/papers/w15475.pdf,"Nov 13, 2014",[],RePEc
Instagram photos reveal predictive markers of depression,http://arxiv.org/abs/1608.03282,"Aug 16, 2016","['Physics', 'Computer Sciences']",arXiv
"Money, sticky wages, and the Great Depression",http://www.federalreserve.gov/pubs/ifdp/1997/591/default.htm,"Feb 25, 2016",[],RePEc
"Money, sticky wages, and the Great Depression",http://www.chicagofed.org/digital_assets/publications/working_papers/1997/wp97_2.pdf,"Feb 25, 2016",[],RePEc
Financial Distress in the Great Depression,http://www.nber.org/papers/w17388.pdf,"Nov 13, 2014",[],RePEc
Hard to Forget: The Long-Lasting Impact of War on Mental Health,http://ftp.iza.org/dp9269.pdf,"Aug 20, 2015",[],RePEc
Doubling Up: A Gift or a Shame? Multigenerational Households and Parental Depression of Older Europeans,http://www.unive.it/media/allegato/DIP/Economia/Working_papers/Working_papers_2013/WP_DSE_aranda_29_13.pdf,"Mar 10, 2016",[],RePEc
A comprehensive review of behavioral activation treatment for depression,/p28bf,"Feb 12, 2020","['Medicine and Health Sciences', 'Psychiatry and Psychology', 'Behavioral Disciplines and Activities', 'Mental Disorders']",OSF Preprints
